PMID/PMCID	Publisher	Journal title	Article title	COST (£) charged to Wellcome (inc VAT when charged)
PMC 3492749	Society for General Microbiology	SGM Open Option	Ribosomal multilocus sequence typing: universal characterisation of bacteria from domain to strain	1750
	Oxford University Press	Social Cognitive and Affective Neuroscience	Social brains on drugs: tools for neuromodulation in social neuroscience	1800
Epub ahead of print - April 2013	Oxford University Press	Social Cognitive and Affective Neuroscience	Neural correlates of the 'good life': eudaimonic well-being is associated with insular cortex volume	2040
Epub ahead of print pub Dec 2012, print in press. 	Oxford University Press	Social Cognitive and Affective Neuroscience	Emotion regulation modulates anticipatory brain activity that predicts emotional memory encoding in women	2040
PMC3635503	Oxford University Press	Social History of Medicine	Refuse and the ‘Risk Society’: The Political Ecology of Risk in Inter-war Britain	2040
	Oxford University Press	Social History of Medicine	A Modern History of the Stomach	2040
PMCID: PMC3481955	Oxford University Press	Social History of Medicine	Children's physic: medical perceptions and treatment of sick children in early modern England, c. 1580-1720	2040
	Oxford University Press	Social History of Medicine	Beyond the Medical Text: Health and Illness in Early Medieval Italian Sources	2100
PMC3597274	Springer	Social Psychiatry & Psychiatric Epidemiology	Abuse and other correlates of common mental disorders in youth: a cross-sectional study in Goa, India.	1739.13
PMC3529206	Springer	Social Psychiatry and Psychiatric Epidemiol	Patterns of alcohol use, their correlates and impact in make drinkers: a population-based survey from Goa, India.	1739.13
PMC3405234	Springer	Social Psychiatry and Psychiatric Epidemiol	Cross-national differences in questionnaires do not necessarily reflect comparable differences in disorder prevalence.	1739.13
PMC3597274	Springer	Social Psychiatry and Psychiatric Epidemiology	"Abuse and other correlates of Common Mental Disorders in Youth: a
Cross-Sectional study in Goa, India
"	1905.98
PMC3405234	Springer	Social Psychiatry and Psychiatric Epidemiology	Cross-national differences in questionnaires do not necesarily reflect comparable differences in disorder prevalence.	1944.88
PMC3529206	Springer	Social Psychiatry and Psychiatric Epidemiology	Patterns of alcohol use, their correlates and impact in male drinkers: a population-based survey from Goa, India	1944.88
PMCID: PMC3782642	Springer	Social Psychiatry and Psychiatric Epidemiology	Epidemiology of childhood conduct problems in Brazil: systematic review and meta-analysis	2274.49
PMC3675686	Elsevier	Social Science and Medicine	The impact of a lay counselor led collaborative care intervention for common mental disorders in public and private primary care: a qualitative evaluation nested in the MANAS trial in Goa, India.	2392.77
3778404	Elsevier	Social Science and Medicine	Managing misaligned paternity findings in research involving sickle cell screening in Kenya; consulting communities to inform policy 	1834.77
PMC3611601	Elsevier	Social Science and Medicine	Towards a differentiated understanding of active travel behaviour: Using social theory to explore everyday commuting	1189.77
PMC3611603	Elsevier	Social Science and Medicine	Healthy travel and the socio-economic structure of car commuting in Cambridge, UK: A mixed-methods analysis	1189.77
PMC 3560061	Elsevier	Social Science and Medicine	The social dynamics of consent and refusal in HIV surveillance in rural South Africa Social Science and Medicine	1836.92
"PMCID:
    PMC3512055

"	Elsevier	Social Science and Medicine	Household-based cash transer targeting strategies in Zimbabwe: are we reaching the most vulnerable children?	2281.51
PMID23287458 PMC3605587 	Elsevier	Social Science and Medicine	We view that as contraceptive failure: Containing the multiplicity of contraception and abortion within Scottish reproductive healthcare	2480.56
PMC3652711	Sage	Social Studies of Science	"How personality became treatable: The mutual constitution of clinical  knowledge and mental health law
 
http://sss.sagepub.com/ 
SocialStudies of Science
 http://sss.sagepub.com/content/43/1/30Theonline version of this article can be found at:DOI: 10.1177/03063127124577222013 43: 30 originally published online 29 October 2012
Social Studies of Science 
Martyn Pickersgill
"	1920
PMID23278317	Wiley-Blackwell	Sociology of Health & Illness	The 'window of opportunity' for death after severe brain injury: Family experiences	1514.1
23356787 PMC3813989 	Wiley-Blackwell	Sociology of Health & Illness	Risk, governance and the experience of care	1598.1799999999998
Not yet available	Taylor and Francis	South Asian History and Culture	Quinine, Mosquitoes and Empire: Reassembling Malaria in British India	2145.6
	American Speech-Language-Hearing Association	Speech Language and Hearing Research	Developmental Trajectories of Verbal and Nonverbal Skills in Individuals with a History of Specific Language Impairment: From Childhood to Adolescence	1969.02
22618994 PMC344470	Springer	Springer	Intracerebral immune complex formation induces inflammation in the brain that depends on Fc receptor interaction. 	1981.19
22897899 MC3489778	Springer	Springer	Differential expression of extracellular matrix components in the fallopian tubes throughout the menstrual cycle	1117.37
PMID: 23703895	Wiley-Blackwell	Statistics in Medicine	Combining multiple imputation and meta-analysis with individual participant data	791.19
PMCID: PMC3757743	Cell Press	Stem Cell Reports	Rebuilding pluripotency from primordial germ cells	2340.55
3223522	Elsevier	Stem Cell Research	Density of human bone marrow stromal cells regulates commitment to vascular lineages	2215.76
3813980	Wiley-Blackwell	Stem Cells	Uterine Vasculature Remodelling in Human Pregnancy Involves Functional Macro-chimerism by Endothelial Colony Forming Cells of fetal origin	1287.75
	Wiley-Blackwell	Stem Cells	Hes1 Desynchronizes Differentiation of Pluripotent Cells by Modulating STAT3 Activity.	1826
PMC3593166	Wiley-Blackwell	Stem Cells	Derivation and functional analysis of patient-specific induced pluripotent stem cells as an in vitro model of chronic  granulomatous disease	1533.71
PMCID: PMC3664106	Wiley-Blackwell	Stem Cells	Matrix remodelling maintains ESC self-renewal by activating Stat3	1551.49
PMCID:PMC3549627	Mary Ann Liebert	Stem Cells and Development	Mesoangioblasts Suppress T Cell Proliferation Through IDO & PGE-2 Dependent Pathways	1371.54
PMC3526787	Elsevier	Structure	Structures of lysenin reveal a shared evolutionary origin for pore-forming proteins and its mode of sphingomyelin recognition.	3628.83
PMID:23623732 PMC3791409 	Elsevier	Structure	Wzi Is an Outer Membrane Lectin that Underpins Group 1 Capsule Assembly in Escherichia coli	3748
PMCID: PMC3542428	Elsevier	Structure	Functional Insights from the Crystal Structure of the N-Terminal Domain of the Prototypical Toll Receptor	3832.72
PMCID: PMC3651934	Elsevier	Structure	RNA tertiary interactions in a riboswitch stabilize the structure of a kink turn. 	3899.19
PMCID: PMC3664939	Elsevier	Structure	Structure of the Catalytic Region of DNA Ligase IV in Complex with an Artemis Fragment Sheds Light on Double-Strand Break Repair	4072.42
PMCID: PMC3694306	Elsevier	Structure	The architecture of EssB, an integral membrane component of the type VII secretion system	4095.97
PMC3763376	Elsevier (Cell Press)	Structure	Redox-linked domain movements in the catalytic cycle of cytochrome P450 reductase	3895.64
3635120	Elsevier	Studies in History and Philosophy of Science Part C	Making space for criminalistics: Hans Gross and fin-de-siècle CSI	2467.88
-	Elsevier	Studies in History and Philosophy of Science Part C	Natural History and Information Overload: The Case of Linnaeus	2395
PMID: 23649934	Wiley-Blackwell	Synapse	Presynaptic pH and vesicle fusion in Drosophila larvae neurones	1961.68
PMC3661977	Elsevier	Tetrahedron Letters	An E/Z conformational behaviour study on the trypanocidal action of lipophilic spiro carbocyclic 2,6-diketopiperazine-1-acetohydroxamic acids.	1457.41
23375655  PMC3567274 	Elsevier	Americal Journal of Human Genetics	Identification of mutations in SL24A4, encoding a potassium-dependent sodium/calcium exchanger, as a cause of amelogenesis imperfecta	2433.9
PMC3397259	American Society of Human Genetics (Elsevier)	American Journal of Human Genetics	Mutations in DPAGT1 Cause a Limb-Girdle Congenital Myasthenic Syndrome with Tubular Aggregates	2181.09
PMCID3135804	Elsevier	American Journal of Human Genetics	Inactivation of IL11 signaling causes craniosynostosis, delayed tooth eruption, and supernumerary teeth.	1773.74
PMC3169830	Elsevier	American Journal of Human Genetics	Homozygous Mutations in PXDN Cause Congential Cataract, Corneal Opacity and Developmental Glaucoma	2080.69
PMC3484648	Elsevier	American Journal of Human Genetics	Discovery and Fine Mapping of Serum Protein Loci through Transethnic Meta-analysis.	3714.29
PMID: 23282150  PMC3610541 	Portland Press	Biochemical Journal	Subtype-selective regulation of IP3 receptors by thimerosal via cysteine residues within the IP3-binding core and suppressor domain	1800
"PMC3631100

"	Portland Press	Biochemical Journal	Inhibition of LRRK2 kinase activity leads to dephosphorylation of Ser910/Ser935, disruption of 14-3-3 binding and altered cytoplasmic localisation	1800
PMC3461446	Royal College of Psychiatrists	British Journal of Psychiatry	Ethnic density as a buffer for psychotic experiences: findings from a national survey (EMPIRIC)	3000
	Royal College of Psychiatrists	British Journal of Psychiatry	Pattern recognition analysis of anterior cingulate cortex blood flow to classify depression polarity	3000
"PMCID:
    PMC3492727"	Nature Publishing Group	EMBO Journal	Endocytic tubules regulated by Rab GTPases 5 and 11 are used for envelopment of herpes simplex virus	1560
PMID: 24076655 PMC3817463 	Nature Publishing Group	EMBO Journal	TRIAD1 and HHARI bind to and are activated by distinct neddylated Cullin-RING ligase complexes	3120
PMC2955965	Wiley-Blackwell	 European Journal of Neuroscience	Hyperpolarization-activated ion channels as targets for nitric oxide signalling in deep cerebellar nuclei	1982.35
	FASEB	FASEB Journal	Asprin-triggered 15-epi lipoxin A4 predicts cyclooxygenase-2 in the lungs of LPS-treated mice but not in the circulation:implications for a clinical test	824.16
PMID: 23371065 /PMCID: PMC3633812	Federation of American Societies for Experimental Biology	FASEB Journal	Production, characterization, and antigen specificity of recombinant 62-71-3, a candidate monoclonal antibody for rabies rpophylasis in humans	1652.9
PMC3574292	Federation of American Societies for Experimental Biology	FASEB Journal	Flavones induce neutrophil apoptosis by down-regulation of Mcl-1 via a proteasomal-dependent pathway.	1578.93
PMC3606528	Federation of American Societies for Experimental Biology	FASEB Journal	11β-hydroxysteroid dehydrogenase type 1 deficiency in bone marrow-derived cells reduces atherosclerosis	1670.77
2.3253866E7	Wiley-Blackwell	FEBS Journal	Tetrameric structure of SUR2B from electron microscopy of oriented single particles	1879.96
Not yet available	Taylor and Francis	 History of the Family	Parenthood, child-rearing and fertility in England, 1850-1914	2316.79
PMCID:PMC3573229	Elsevier	 International Journal of Biochemistry and Cell Biology	Testoterone protects female embryonic heart H9C2 cells against severe metabolic stress by activating estrogen receptors and up-regulating IES SUR2B	2410.82
PMCID:PMC3755220	Springer	 Journal of Abnormal Child Psychology and Psychiatry	The Value of Measuring Impact Alongside Symptoms in Children and Adolescents: A Longitudinal Assessment in a Community Sample.	2247.34
PMCID: PMC3663556 	American Society for Biochemistry and Molecular Biology	Journal of Biological Chemistry	Endomembrane HRas controls vascular endothelial growth factor-induced nitric oxide synthase-mediated endothelial cell migration	1166.6
PMC3173209	American Society for Biochemistry and Molecular Biology	Journal of Biological Chemistry	The T-cel receptor triggering apparatus is composed of monovalent or monomeric proteins	1281.15
PMCID: PMC3772201	American Society for Biochemistry and Molecular Biology	Journal of Biological Chemistry	Galactose 6-o-sulfotransferases are not required for the generation of siglec-f ligands in leukocytes or lung tissue.	1311.73
PMCID: PMC3663545	American Society for Biochemistry and Molecular Biology	Journal of Biological Chemistry	Allosteric activation of trypanosomatid deoxyhypusine synthase by a catalytically dead paralog	1324.57
PMCID: PMC3630849	American Society for Biochemistry and Molecular Biology	Journal of Biological Chemistry	Structure of a Complex Phosphoglycan Epitope from gp72 of Trypanosoma cruzi	1340.75
PMC3527912	American Society for Biochemistry and Molecular Biology	Journal of Biological Chemistry	Structural and functional characterisation of the kindlin-1 pleckstrin homology domain	1518.46
23698002 PMC3696650	American Society for Biochemistry and Molecular Biology	Journal of Biological Chemistry	T-Cell Receptor specifically maintained by altered thermodyamics	1566.8899999999999
