PMID/PMCID,Publisher,Journal title,Article title,COST (£)
21166711,Wiley-Blackwell,Acta Paediatrica,Placental programming of blood pressure in Indian children,"£1,819.06"
PMC   3107947,Wiley-Blackwell,ACTA PAEDIATRICA,KLINEFELTER SYNDROME AS A WINDOW ON THE ETIOLOGY OF LANGUAGE AND COMMUNICATION IMPAIRMENTS IN CHILDREN,"£1,856.46"
21981681,Wiley-Blackwell,Addiction,Is alcohol dependence best viewed as a chronic relapsing disorder,"£2,621.20"
PMID:21819473,Wiley-Blackwell,Addiction,"Prevention of mother-to-child transmission of HIV among pregnant women using injecting drugs in Ukraine, 2000-2010","£2,280.79"
PMC3121960,Wiley-Blackwell,Aging Cell,"Some highlights of research on aging with invertebrates, 2010","£1,946.66"
PMC3193374,Wiley-Blackwell,Aging Cell,dFOXO-independent effects of reduced insulin-like signaling in Drosophila,"£1,875.35"
PMC3042147,Wiley-Blackwell,Aging Cell,Lifespan extension by increased expression of the Drosophila homologue of the IGFBP7 tumour suppressor,"£1,946.66"
,Wiley-Blackwell,Aging Cell,"The age-related failure of adaptive responses to contractile activity in skeletal muscle is mimicked in young mice by deletion of Cu, Zn superoxide dismutase","£2,236.99"
,Wiley-Blackwell,Alcoholism: Clinical and Experiamental Research,To approach or avoid alcohol? Automatic and self-reported motivational tendencies in alcohol,"£2,213.58"
21198708,Wiley-Blackwell,Alimentary Pharmacology & Therapeutics,Systematic Review: Diagnosis and Staging of Non-Alcoholic Fatty Liver Disease (NAFLD)/Non-Alcoholic Steatohepatitis (NASH),"£3,000.00"
3085124,Wiley-Blackwell,Am J Med Genet B Neuropsychiatr Genet,"The ATXN1 and TRIM31 genes are related to intelligence in an ADHD background: Evidence from a large collaborative study totaling 4,963 Subjects
","£2,677.50"
PMC2996606,Wiley-Blackwell,American Journal of Medical Genetics,"Candidate gene association study of insulin signaling genes and Alzheimer's disease: evidence for SOS2, PCK1, and PPARgamma as susceptibility loci","£1,870.44"
PMC 2988406,Wiley-Blackwell,American Journal of Medical Genetics,"Germline and somatic mosaicism for FGFR2 mutation in the mother of a child with Crouzon syndrome: Implications for genetic testing in ""paternal age-effect"" syndromes","£2,035.97"
PMID:20862695,Wiley-Blackwell,American Journal of Medical Genetics Part B: Neuropsychiatric Genetics,Polymorphisms of the steroid sulfatase (STS) gene are associated with attention deficit hyperactivity disorder and influence brain tissue mRNA expression,"£2,278.48"
PMCID: PMC3016252,Wiley-Blackwell,American Journal of Transplantation,Recurrence of Complement Factor H-Related Protein 5 Nephropathy in a Renal Transplant,"£1,926.30"
PMC 3158990,Wiley-Blackwell,American Journal of Transplantation,IFN-gamma Triggered STATI-PKB/AKT Signalling Pathway influences the Function of Alloantigen Reactive Regulatory T Cells,"£1,919.82"
,Wiley-Blackwell,Angewandte Chemie,A glycopeptide dendrimer inhibitor of the galactose specific lectin LecA & of pseudomonas aeruginosa Biofilms,"£1,818.38"
PMID:19580552,Wiley-Blackwell,Annals of the New York Academy of Science,The development of adolescent social cognition,"£1,875.35"
,Wiley-Blackwell,Arthritis and Rheumatism,Tonic modulation of spinal hyperexciability by the endocannabinoid receptor system in a model of osteoarthritic pain,"£1,921.55"
PMID:21739425,Wiley-Blackwell,Arthritis and Rheumatism,Interactions of human monoclonal and polyclonal antiphospholipid antibodies with serine proteases involved in haemostasis,"£2,280.79"
PMID: 17563079,Wiley-Blackwell,Bioessays,Evolution of size and pattern in the social amoebas,"£1,928.55"
,Wiley-Blackwell,Bioethics,THE NEED FOR SYSTEMATIC REVIEWS OF REASONS,"£1,902.10"
21770020,Wiley-Blackwell,Birth Defects Research,"A description of congenital anomalies among infants in Entebba, Uganda","£1,819.63"
21477209,Wiley-Blackwell,British Journal of Haematology,Dyskeratosis congenita and the DNA damage response.,"£2,766.42"
PMC3085126,Wiley-Blackwell,British Journal of Obstetrics and Gynaecology,Maternal obesity and labour complications following induction of labour prolonged pregnancy,"£2,327.82"
PMC3085875,Wiley-Blackwell,British Journal of Pharmacology,Novel Therapeutic Approaches for Pulmonary Fibrosis,"£2,311.40"
,Wiley-Blackwell,British Journal of Pharmacology,Stereo-Selective inhibition of prpc5 channels by neuroactive steroids,"£1,985.66"
PMC3174418,Wiley-Blackwell,British Journal of Pharmacology,Nanomolar potency and selectivity of a CRAC channel blocker against store-operated Ca2+-entry and migration of vasular smooth muscle cells,"£1,857.59"
PMC3178781,Wiley-Blackwell,British Journal of Pharmacology,NATRIURETIC PEPTIDE RECEPTOR–C UNDERPINS THE DISPARATE REGULATION OF ENDOTHELIAL AND VASCULAR SMOOTH MUSCLE CELL PROLIFERATION BY C-TYPE NATRIURETIC PEPTIDE,"£1,875.35"
PMC3085874,Wiley-Blackwell,British Journal of Pharmacology,New perspectives for the treatment of pulmonary hypertension,"£1,889.29"
PMID: 21054345,Wiley-Blackwell,British Journal of Pharmacology,Role of phosphodiesterase and adenylate cyclase isozymes in murine colonic glucagon-like peptide 1 secreting cells,"£1,835.99"
PMID:20636473,Wiley-Blackwell,Cellular Microbiology,"The stage-regulated HASPB and SHERP proteins are essential for differantation of the protozoan parasite Leishmania major in its sand fly vector, Phlebotomus papatasi.","£2,213.73"
21899698,Wiley-Blackwell,Cellular Microbiology,Experimentally controlled down chaperone FACT in plasmodium berghei critical to male gamete fertility,"£1,830.00"
3084992,Wiley-Blackwell,ChemBioChem,Morphological differences between b2-microglobulin in fibrils and inclusion bodies,"£2,137.00"
PMID: 21275054,Wiley-Blackwell,ChemMedChem ,"Design, synthesis and biological evaluation of novel inhibitors of Trypanosoma brucei pteridine reductase 1","£2,142.28"
PMID: 21275055,Wiley-Blackwell,ChemMedChem ,Synthesis and evaluation of indatraline-based inhibitors for trypanothione reductase,"£1,796.16"
21608133,Wiley-Blackwell,ChemMedChem ,"Aromatase and Dual Aromatase-Steroid Sulfatase Inhibitors from the Letrozole
and Vorozole Templates, Manuscript: 201100145","£2,206.96"
21608132,Wiley-Blackwell,ChemMedChem ,"Discovery of adamantyl heterocyclic ketones as potent human cellular
11_-hydroxysteroid dehydrogenase type 1 inhbitors, Manuscript: 201100144","£2,221.15"
,Wiley-Blackwell,ChemMedChem ,"Structure-Activity Relationship of the Clinical Steroid Sulfatase Inhibitor
Irosustat (STX64, BN83495)  Manuscript: 201100288","£2,221.15"
"PMCID: PMC3084521 
 ",Wiley-Blackwell,ChemPhysChem,"FLIM FRET technology for drug discovery: automated multiwell plate high content analysis, multiplexed readouts and application in situ","£2,516.91"
NYP,Wiley-Blackwell,"Child: Care, Health and Development",Can AIDS stigma be reduced to poverty stigma? Exploring Zimbabwean children’s representations of poverty and AIDS,"£1,827.60"
PMID:21913951,Wiley-Blackwell,Clinical Endocrinology,The growth hormone receptor gene deleted for the exon three (GHRd3) polymorphism,"£1,900.66"
PMID:21521292,Wiley-Blackwell,Clinical Endocrinology,What should be done when thyroid function tests don’t make sense,£948.29
,Wiley-Blackwell,Developmental Psychobiology ,Ontogeny of sex differences in response to novel objects from adolescence to adulthood in Lister-hooded rats,"£1,886.79"
PMID:21117243,Wiley-Blackwell,Developmental Psychobiology ,The ontogeny of anxiety-like behaviour in rats from adolescence to adulthood,"£2,303.92"
 PMC 3083517,Wiley-Blackwell,DEVELOPMENTAL SCIENCES,IS AUDITORY DISCRIMINATION MATURE BY MIDDLE CHILDHOOD?,"£2,043.84"
21449949 ,Wiley-Blackwell,"Diabetes, obesity and metabolism",current therapeutic strategies in non alcoholic fatty liver disease,"£1,875.00"
,Wiley-Blackwell,European Journal of Immunology,A distinct subset of human NK cells expressing HLA-DR expand in response to IL-2 and can aid immune responses to BCG,"£2,104.32"
PMC3179601,Wiley-Blackwell,European journal of Immunology,Helminth-induced CD19+CD23hi B cells modulate experimental allergic and autoimmune inflammation,"£2,272.37"
PMID: 19830737,Wiley-Blackwell,European Journal of Immunology,LKB1 is essential for the proliferation of T-cell progenitors and mature peripheral T cells,"£1,980.96"
PMID:21805471,Wiley-Blackwell,European Journal of Immunology,Transcriptional profiling of innate and adaptive human immune responses to mycobacteria in the tuberculin skin test,"£1,900.66"
PMC  3175037,Wiley-Blackwell,European Journal of Immunology,Induction of transplantation tolerance converts potential effector T cells into graft-protective regulatory T cells,"£1,880.90"
PMC  3021718,Wiley-Blackwell,European Journal of Immunology,Regulatory T cells can prevent memory CD8+ T-cell-mediated rejection following polymorphonuclear cell depletion,"£1,887.61"
PMC 2685731,Wiley-Blackwell,European Journal of Immunology,Anti-CD4-mediated selection of Treg in vitro - in vitro suppression does not predict in vivo capacity to prevent graft rejection ,"£2,006.04"
PMC 2988413,Wiley-Blackwell,European Journal of Immunology,Exogenous IFN- ex vivo shapes the alloreactive T-cell repertoire by inhibition of Th17 responses and generation of functional Foxp3+ regulatory T cells ,"£2,006.04"
,Wiley-Blackwell,European Journal of Immunology,Carbohydrate recognition and complement activation by rat ficolin-B,"£2,245.73"
PMID:21739430,Wiley-Blackwell,European Journal of Immunology,The effect of pregnancy on uterine NK cell KIR repertoire,"£2,242.30"
PMC3025359,Wiley-Blackwell,European Journal of Immunology,The role of Syk/CARD9 coupled C-type lectins in antifungal immunity,"£2,246.13"
PMC3149124,Wiley-Blackwell,European Journal of Immunology,CD8+ T-cell responses to Theileria parva are preferentially directed to a single dominant antigen: Implications for parasite strain-specific immunity (p 2459-2469),"£1,843.02"
PMID:21324004,Wiley-Blackwell,European Journal of Neuroscience,Concurrent TMS–fMRI reveals dynamic interhemispheric influences of the right parietal cortex during exogenously cued visuospatial attention,"£1,900.66"
PMC3178797,Wiley-Blackwell,European Journal of Neuroscience,Retinotopic mapping of the primary visual cortex - a challenge for MEG imaging of human cortex,"£1,405.23"
,Wiley-Blackwell,European Journal of Neuroscience,Stimulus induced dissociation of neuronal firing rates and local field potential gamma power and its relation to the fMRI BOLD signal in macaque V1,"£2,253.48"
PMC3003897,Wiley-Blackwell,European Journal of Neuroscience,Retinoic acid receptor-a signalling antagonizes both  intracellular and extracellular amyloid-b production and  prevents neuronal cell death caused by amyloid-b,"£1,902.10"
,Wiley-Blackwell,European Journal of Neuroscience,Perirhinal cortex lesions uncover subsidiary systems in the rat for the detection of novel and familiar objects,"£2,296.68"
PMC3107425,Wiley-Blackwell,Evolution,A CASE-BY-CASE EVOLUTIONARY ANALYSIS OF FOUR IMPRINTED RETROGENES,"£2,322.05"
PMC   3038327,Wiley-Blackwell,Evolution,Horizontal gene transfer and the evolution of bacterial cooperation,"£1,932.99"
21740507,Wiley-Blackwell,Evolution & Development,Evolution of the Axl homeobox gene family: parallel retention and independent loss of the vertebrate Alx3 gene,£194.85
21595827,Wiley-Blackwell,FEBS Journal,Understanding the complex mechanisms of ?L.microglobulin amyloid assembly,"£1,962.07"
,Wiley-Blackwell,FEBS Journal,Crystal Structure of Onconasi at I.IA,"£1,899.34"
,Wiley-Blackwell,FEBS Journal,Structural Characterization of angiotousin,"£1,899.34"
,Wiley-Blackwell,FEBS Journal,Tying the Knot,"£1,943.26"
21205197,Wiley-Blackwell,FEBS Journal,Functional and structural analyses of N-acylsulfonamide-linked dinucleoside inhibitors of RNase A.,"£2,311.99"
21521247,Wiley-Blackwell,FEMS Microbiological reviews,"Lipoarabinomannan and related glycoconjugates: Structure, biogenesis and role in Mycobacterium tuberculosis physiology and host-pathogen interaction","£1,875.00"
"PMCID: PMC3089915 
",Wiley-Blackwell,FEMS Microbiology Letters,"Location, Synthesis and Function of Glycolipids and Polyglycerolphosphate Lipoteichoic Acid in Gram-positive Bacteria of the Phylum Firmicutes","£2,195.40"
PMID:21395661,Wiley-Blackwell,FEMS Microbiology Letters,The contribution of mouse models to our understanding of systemic candidiasis,"£1,860.09"
,Wiley-Blackwell,Functional Ecology,Trade-off between travel distance and prioritization of high-reward sites in traplining bumblebees,"£2,766.42"
,Wiley-Blackwell,"Gene, Brain and Behavior",Additional page charges for Vol 10 Issue 3 Manuscript no. 672,£240.00
PMC 2948670,Wiley-Blackwell,Genes Brain Behavior,A locus for an auditory processing deficit and language impairment in an extended pedigree maps to 12p13.31-q14.3,"£1,974.51"
PMC 3130139,Wiley-Blackwell,"Genes, Brain & Behaviour",CNTNAP2 variants affect early language development in the general population,"£1,881.13"
PMC 3084500,Wiley-Blackwell,"Genes, brain & Behaviour",Analysis of dyslexia candidate genes in the Raine cohort representing the general Australian population.,"£1,927.43"
PMC2408663,Wiley-Blackwell,"Genes, Brain and Behavior","Genomewide QTL scan of general cognitive ability using pooled DNA 
and 500K SNP microarrays","£2,099.95"
PMC 3110308,Wiley-Blackwell,Genetic Epidemiology,Disease Model Distortion in Association Studies,"£1,907.43"
