PMID/PMCID,Publisher,Journal title,Article title,COST (£)
"PMC3379787
",Taylor & Francis,Memory,"40,000 memories in young teenagers: psychometric properties of the Autobiographical Memory Test in a UK cohort study","£2,437.50"
PMC3419546,Taylor & Francis,New Genetics and Society,"So, what is an embryo?of those asked to donate embryos for hESC research in the UK and Switzerland","£2,510.42"
PMC3143874,Taylor & Francis,Photographies,Medical archives and digital culture,"£2,142.35"
PMC3335278,Taylor & Francis,Quarterly journal of Experimental Psychology,"Model-based analysis: Promises, pitfalls and example applications to the study of cognitive control","£2,551.15"
PMC3556794,Taylor & Francis,Social Neuroscience,Action observation in the infant brain: The role of the body form and motion ,"£2,142.36"
PMC3437820,UKPMC Funders Group Author Manuscripts,Nature Methods,"OMERO: flexible, model-driven data management for experimental biology",£870.00
PMID: 21948707,University of the Basque Country Press,International Journal of Developmental Biology,The opposing actions of Histone deacetylase 1 and Notch signalling restrict expression of the ETS-domain transcription factor erm and its upstream regulator fgf20a to hindbrain rhombomere centres during zebrafish neurogenesis.,"£1,261.10"
PMC2841827,Wiley Blackwell,Clinical and Experimental Physiology and Pharmacology,Pharmacological changes in cellular Ca2+ homeostasis parallel initiation of atrial arrythmogenesis in murine Langendorff-perfused hearts,"£1,926.37"
PMC3440584,Wiley Blackwell,International Journal of Andrology,Fetal and post-natal exposure of sheep to sewage sludge chemicals disrupts sperm production in adulthood in a subset of animals,"£1,919.02"
PMC3470933,Wiley Blackwell,Molecular Microbiology,"Chemical, genetic and structural assessment of pyridoxal kinase as a drug target in the African trypanosome","£1,930.71"
PMC3533786,Wiley Blackwell,Molecular Microbiology,New Secreted Toxins and Immunity Proteins Encoded within the Type VI Secretion System Gene Cluster of Serratia marcescens,"£1,869.23"
PMC3465800,Wiley Blackwell,Molecular Microbiology,Phosphoglucomutase is absent in Trypanosoma brucei and redundantly substituted by phosphomannomutase and phospho-N-acetylglucosamine mutase,"£1,930.72"
PMC3412276,Wiley Blackwell,Molecular Microbiology,The de novo and salvage pathways of GDP-mannose biosynthesis are both sufficient for the growth of bloodstream-form Trypanosoma brucei,"£1,898.30"
PMC3443375,Wiley/Blackwell,Tropical Medicine and International Health,Patterns of uptake of HIV testing in Sub-Saharan Africa in the pre-treatment era,"£2,297.66"
PMID: 19886909 ,Wiley-Blackwell,Acta Physiologica,Acute atrial arrhythmogenesis in murine hearts following enhanced extracellular Ca2+ entry depends on intracellular Ca2+ stores,"£1,926.37"
PMID: 19796257 ,Wiley-Blackwell,Acta Physiologica,Scn3b knockout mice exhibit abnormal sino-atrial and cardiac conduction properties,"£1,926.37"
PMC3494972,Wiley-Blackwell,Acta Psych Scandinavica,The 5/95 Gap in the indexation of psychiatric journal of low and middle income .. . .,"£1,859.10"
PMC3607250,Wiley-Blackwell,Advanced Healthcare Materials,Rational molecular design of complementaty self-assembling peptide hydrogels,"£2,297.00"
PMC3397677,Wiley-Blackwell,Aging Cell,Age-related variation in immunity in a wild mammal population.,"£2,268.16"
PMC3531889,Wiley-Blackwell,Aging Cell,"Role of superoxide-nitric oxide interactions in the accelerated age-related loss of muscle mass in mice lacking Cu, Zn superoxide dismutase.","£2,270.00"
PMC3557369,Wiley-Blackwell,American Journal of Medical Genetics,Type IX collagen gene mutations can result in multiple epiphyseal dysplasia that is associated with osteochondritis dissecans and a mild myopathy.,"£2,300.61"
PMC3494973,Wiley-Blackwell,American Journal of Medical Genetics,"Cognitive effects of genetic variation in monoamine neurotransmitter systems: a population-based study of COMT, MAOA and 5HTTLPR","£2,314.96"
PMC3467765,Wiley-Blackwell,American Journal of Physical Anthropology,Scurvy in the Great Irish Famine:  Evidence of Vitamin C deficiency from a 19th century skeletal population,"£1,903.92"
PMC3483624,Wiley-Blackwell,American Journal of Physical Anthropology,The diet-body offset in human nitrogen isotopic values: a controlled dietry study,"£1,888.46"
PMC3510308,Wiley-Blackwell,American Journal of Transplantation,Cytomegalovirus Replication Kinetics in Solid Organ Transplant Recipients Managed by Preemptive Therapy,"£2,383.01"
PMC3387484,Wiley-Blackwell,American Journal of Transplantation,B-Cell Repopulation After Alemtuzumab Induction—Transient Increase in Transitional B cells and Long-Term Dominance of Naïve B Cells,"£1,862.31"
PMC3326729,Wiley-Blackwell,American Journal of Transplantation,Bystander Activation of iNKT Cells Occurs During Conventional T Cell Alloresponses,"£1,879.84"
PMC3467770,Wiley-Blackwell,Anals of the New York Academy of Sciences,Genome Hyperevolution and the success of a parasite,"£1,920.00"
PMC3262149,Wiley-Blackwell,Angewandte Chemie,A glycopeptide dendrimer inhibitor of the galactose specific lectin LecA & of pseudomonas aeruginosa Biofilms,£363.68
PMC3531611,Wiley-Blackwell,Angewandte Chemie,Towards a Structural Basis for the Relationship Between Blood Group and the Severity of EI Tor Cholera,"£2,106.10"
PMC3500670,Wiley-Blackwell,Annals of Neurology,Epileptic networks in focal cortical dysplasia revealed using electroencephalography-functional magnetic resonance imaging.,"£2,321.08"
PMC3374853,Wiley-Blackwell,Arthritis & Rheumatism,Loss of matrilin 1 does not exacerbate the skeletal phenotype in a mouse model of multiple epiphyseal dysplasia caused by a Matn3 V194D mutation,"£1,858.62"
PMC3533762,Wiley-Blackwell,Arthritis Care and research,A comparison of children with onset of Juvenile Dermatomyositis symptoms before or after their fifth birthday in the UK and Ireland JDM Cohort study,"£2,383.00"
PMID: 22628367,Wiley-Blackwell,Autism Research,Special Issue: Global Perspectives on Autism (Issue edited by M Elsabbagh + she published 3 articles in issue),"£1,980.81"
PMC3492911,Wiley-Blackwell,BioEssays,A frontier in the understanding of synaptic plasticity: Solving the structure of the postsynaptic density,"£2,383.00"
PMC3427900,Wiley-Blackwell,Bioessays,Innovation in biological microscopy: Current status and future directions,"£1,898.31"
PMC3654166,Wiley-Blackwell,Bioethics,The ethics of sham surgery in Parkinson's Disease: Back to the future?,"£2,264.15"
PMC3563218,Wiley-Blackwell,BioFactors,COX-2 in the neurodegenerative process of Parkinson's disease,"£1,930.67"
PMC3437490,Wiley-Blackwell,Biol Cell,Construction of a plasmodium falciparum Rab-interactome identifies CK1 and PKA as Rab effector kinases in malaria parasites,"£1,915.00"
PMC3510302,Wiley-Blackwell,Bipolar Disorders,Pattern recognition analyses of brain activation elicited by happy and neutral faces in unipolar and bipolar depression,"£2,316.16"
PMC3432963,Wiley-Blackwell,Brain and behavior,The spatiotemporal localization of JAM-C following sciatic nerve crush in adult rats,"£1,560.00"
PMC3244633,Wiley-Blackwell,British Journal of Clinical Phamacology,The association between antipsychotic agents and the risk of myocardial infarction: a systematic review,"£1,924.50"
PMC3268193,Wiley-Blackwell,British Journal of Pharmacology,Molecular Basis of selective antagonism of the P2XI receptor for aip by nf449 and surmin; contribution of basic amino acids in the aptaine rich loop,"£2,356.70"
PMC3417419,Wiley-Blackwell,British journal of Pharmacology,"Direct pharmacological monitoring of the developmental switch in NMDAR subunit composition using TCN 213, a GluN2A-selective, glycine-dependent antagonist.","£2,803.13"
PMC3413856,Wiley-Blackwell,British Journal of Pharmacology,Vasoconstrictor and vasodilator responses to tryptamine of rat-isolated perfused mesentery: comparison with tyramine and beta-phenylethylamine,"£2,301.22"
PMC3465787,Wiley-Blackwell,Cellular Microbiology,"Host carbon sources modulate cell wall architecture, drug resistance and virulence in a fungal pathogen","£1,844.79"
PMC3440592,Wiley-Blackwell,Cellular Microbiology,Ecotin-like serine peptidase inhibitor ISP1 of Leishmania major plays a role in flagellar pocket dynamics and promastigote differentiation,"£1,973.00"
PMC3491706,Wiley-Blackwell,Cellular Microbiology,Trafficking and release of the metacyclic HASPB protein in the kinetoplastid parasite Leishmania. ,"£2,294.02"
PMC3470706,Wiley-Blackwell,Cellular Microbiology,A privileged intraphagocyte niche is responsible for disseminated infection of Staphylococcus aureus in a zebrafish model,"£2,288.79"
PMC3487180,Wiley-Blackwell,ChemBioChem,Bioconjugation of Green Fluorescent Protein via an Unexpectedly Stable Cyclic Sulfonium Intermediate,"£2,033.47"
PMC3320661,Wiley-Blackwell,ChemBioChem,Bromomaleimide-Linked Bioconjugates Are Cleavable in Mammalian Cells,"£1,770.61"
PMC3531611,Wiley-Blackwell,ChemBioChem,Phosphorylation as a tool to modulate aggregation propensity and to predict fibril architecture,"£2,167.68"
PMC3473218,Wiley-Blackwell,Chemical Biology and Drug Design,"Inhibitors incorporating zinc-binding groups target the GlcNAc-PI de-N-acetylase in Trypanosoma brucei, the causative agent of African sleeping sickness","£1,927.57"
PMC3320663,Wiley-Blackwell,Chemmedchem,"Design, synthesis and biological evaluation of novel trypansomoa brucei Trypanothion Synthetase inhibitors","£1,829.61"
PMC3272345,Wiley-Blackwell,Chemmedchem,Identification of inhibitors of the Leishmania cdc-Protein Kinase CRK3,"£1,866.02"
PMC3229842,Wiley-Blackwell,Chemmedchem,Optimisation of the anti-trypanosoma brucei activity of the opioid agonist U50488,"£1,866.02"
PMC3467762,Wiley-Blackwell,Child Development,Resilience and well-being among children of migrant parents in South-East Asia,"£2,250.00"
PMC3613751,Wiley-Blackwell,Clinical Endocrinology,"A novel NR5A1 variant in an infant with elevated testosterone from an Australasian Cohort of 46,XY patients with Disorders of Sex Development.","£2,383.00"
PMC3509218,Wiley-Blackwell,Clinical Experimental Allergy,Isolation of filamentous fungi from sputum in asthma is associated with reduced post-bronchodilator FEV(1).,"£2,332.14"
PMC3505371,Wiley-Blackwell,Clinical Experimental Allergy,Differences in both prevalence and titre of specific immunoglobulin E among children with asthma in affluent and poor communities within a large town in Ghana,"£1,917.18"
PMC3375476,Wiley-Blackwell,Clinical Genetics,Dominantly acting ABCC8 mutations in patients with medically unresponsive hyperinsulinaemic hypoglycaemia,"£1,970.31"
PMC3417300,Wiley-Blackwell,Developmental Dynamics,A novel role for transcription factor Lmo4 in thymus development through genetic interaction with Cited2.,"£1,934.97"
PMC3505797,Wiley-Blackwell,Developmental Dynamics,Slow stretching that mimics embryonic growth rate stimulates structural and mechanical development of tendon-like tissue in vitro.,"£1,914.12"
PMC3467763,Wiley-Blackwell,Developmental Medicine and Child Neurology,The role of inhibition in action observation treatment,"£1,985.84"
PMID: 21121905,Wiley-Blackwell,Developmental Medicine and Child Neurology,The effect of early confirmation of hearing loss on the behaviour in middle childhood of children with bilateral hearing impairment ,"£1,915.10"
PMC3401951,Wiley-Blackwell,Developmental Science,Development of visual working memory precision in childhood,"£1,934.23"
PMC3588140,Wiley-Blackwell,Diabetic Medicine,Self management and patient understanding of diabetes in the older person.,"£1,924.50"
PMC3444687,Wiley-Blackwell,Ecology Letters,Selection on non-social traits limits the invasion of social cheats,"£2,362.42"
PMC3569610,Wiley-Blackwell,Environmental Microbiology,Genomic variations define divergence of water/wildlife-associated Campylobacker jejuni niche specialists from common clonal complexes,"£1,921.11"
PMC3399084,Wiley-Blackwell,Epilepsia,Genomic microdeletions associated with epilepsy: not a contraindication to resective surgery.,"£2,316.15"
PMID: 22002320,Wiley-Blackwell,Eur J Immunol,CD8+ T-cell cross-competition is governed by peptide-MHC class I stability,"£2,218.52"
PMC3527680,Wiley-Blackwell,Euro Jrl of Neuroscience,Opioid receptor desensitization: homologous or heterologous,"£2,296.36"
PMC3378701,Wiley-Blackwell,European Journal of Immunology,Arginine depletion as a mechanism for the immune privilege of corneal grafts,"£2,316.46"
PMC3298896,Wiley-Blackwell,European Journal of Immunology,HIV-1 infection alters CD4+ memory T cell phenotype at the site of disease in extrapulmonary tuberculosis,"£2,281.21"
