PMID,PMCID,DOI,Publisher,Owned by/Affiliated to/Journal of,ISSN,Journal Impact Factor,Journal Title,Hybrid or Pure OA?,Article title,Citations Google Scholar,Altmetric score,CC licence type,Copyright Owner,Is the article freely available?,Cost,Contributor,Notes,ROMEO,PMC,DOIURL,XML Metadata,OpenArticleGauge
,PMC3699513,10.1371/journal.pone.0067852,PLOS,PLOS,1932-6203,3.73,PLOS One,Pure OA,Human and animal trypanosomes in Cote d'Ivoire form a single breeding population,,,CC-BY,Author copyright,Yes,"£1,060.00",Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3706476,10.1371/journal.pone.0067956,PLOS,PLOS,1932-6203,3.73,PLOS One,Pure OA,Blood neutrophil counts in HIV-infected patients with pulmonary tubercolosis.,,,CC-BY,Author copyright,Yes,£891.74,Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3706617,10.1371/journal.pone.0067988,PLOS,PLOS,1932-6203,3.73,PLOS One,Pure OA,Dissociation between Dorsal and and Ventral Posterior Parietal Cortical Responses to Incidental Changes in Natural Scenes,,,CC-BY,Author copyright,Yes,£893.43,Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3700857,10.1371/journal.pone.0068177,PLOS,PLOS,1932-6203,3.73,PLOS One,Pure OA,Assaying the effect of Levodopa on the evaluation of risk in healthy humans,,,CC-BY,Author copyright,Yes,£860.51,Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3712012,10.1371/journal.pone.0068219,PLOS,PLOS,1932-6203,3.73,PLOS One,Pure OA,Socioeconomic inequalities in non-communicable diseases prevalence in India: disparities between . . .,,,CC-BY,Author copyright,Yes,£329.79,Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3689692,10.1371/journal.pone.0069163,PLOS,PLOS,1932-6203,3.73,PLOS One,Pure OA,Regulator of G-Protein Signalling-14 (RGS14) Regulates the Activation of _M_2 Integrin during Phagocytosis,,,CC-BY,Author copyright,Yes,"£1,085.61",Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3720622,10.1371/journal.pone.0069190,PLOS,PLOS,1932-6203,3.73,PLOS One,Pure OA,Dopaminergic neuronal imaging in genetic Parkinson's disease: insights into pathogenesis,,,CC-BY,Author copyright,Yes,£870.13,Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3711905,10.1371/journal.pone.0069237,PLOS,PLOS,1932-6203,3.73,PLOS One,Pure OA,"Automated, high accuracy classification of Parkinsonian disorders: a pattern recognition approach",,,CC-BY,Author copyright,Yes,"£1,061.93",Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3720585,10.1371/journal.pone.0069246,PLOS,PLOS,1932-6203,3.73,PLOS One,Pure OA,lung macrophages contribute to house dust mite driven airway remodelling via HIF-1a,,,CC-BY,Author copyright,Yes,£961.68,Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3720283,10.1371/journal.pone.0069279,PLOS,PLOS,1932-6203,3.73,PLOS One,Pure OA,Spatial clustering of all-cause and HIV-rlated mortality in a rural South African population.,,,CC-BY,Author copyright,Yes,£825.68,Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3716603,10.1371/journal.pone.0069288,PLOS,PLOS,1932-6203,3.73,PLOS One,Pure OA,Cost Effectiveness of Cryptococcal Antigen Screening as a Strategy to Prevent HIV-associated Cryptococcal Meningitis in South Africa,,,CC-BY,Author copyright,Yes,£886.95,Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3711559,10.1371/journal.pone.0069524,PLOS,PLOS,1932-6203,3.73,PLOS One,Pure OA,LC-MS/MS confirms that COX-1 drives vascular prostacyclin whilst gene expression pattern reveals non-vascular sites of COX-2 expression,,,CC-BY,Author copyright,Yes,"£1,068.12",Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3720700,10.1371/journal.pone.0069538,PLOS,PLOS,1932-6203,3.73,PLOS One,Pure OA,Structure of the SCAN domain of human paternally expressed gene 3 protein,,,CC-BY,Author copyright,Yes,£915.53,Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3726763,10.1371/journal.pone.0069654,PLOS,PLOS,1932-6203,3.73,PLOS One,Pure OA,The potential impact of improving appropriate treatment for fever on malaria and non-malarial febrile illness management in under-5s: a decision-tree modelling approach,,,CC-BY,Author copyright,Yes,"£1,068.12",Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3729655,10.1371/journal.pone.0069673,PLOS,PLOS,1932-6203,3.73,PLOS One,Pure OA,Telomeric repeats facilitate CENP-ACnp1 incorporation via telomere binding proteins,,,CC-BY,Author copyright,Yes,£819.34,Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3726778,10.1371/journal.pone.0069767,PLOS,PLOS,1932-6203,3.73,PLOS One,Pure OA,"Hinged Plakin Domains Provide Specialized Degrees of Articulation in Envoplakin, Periplakin and Desmoplakin",,,CC-BY,Author copyright,Yes,"£1,075.98",Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3726769,10.1371/journal.pone.0069833,PLOS,PLOS,1932-6203,3.73,PLOS One,Pure OA,An activating mutation reveals a second binding mode of the integrin Î±2 I domain to the GFOGER motif in collagens,,,CC-BY,Author copyright,Yes,"£1,076.94",Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3732248,10.1371/journal.pone.0069969,PLOS,PLOS,1932-6203,3.73,PLOS One,Pure OA,Pneumocystis jirovecii pneumonia in tropical and low and middle income countries: a systematic review and meta-regression,,,CC-BY,Author copyright,Yes,£961.31,Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3720940,10.1371/journal.pone.0070126,PLOS,PLOS,1932-6203,3.73,PLOS One,Pure OA,Population-based CD4 counts in a rural area in South Africa with high HIV prevalence and high antire,,,CC-BY,Author copyright,Yes,£825.68,Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3737189,10.1371/journal.pone.0070447,PLOS,PLOS,1932-6203,3.73,PLOS One,Pure OA,Increasing adolescent HIV prevalence in eastern Zimbabwe - Evidence of long-term survivors of mother-to-child transmission?,,,CC-BY,Author copyright,Yes,£961.68,Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3726600,10.1371/journal.pone.0070467,PLOS,PLOS,1932-6203,3.73,PLOS One,Pure OA,Plasmodium falciparum vary Gene Expression Homogeneity as a Marker of the Host-Parasite Relationship under Different Levels of Naturally Acquired Immunity to Malaria.,,,CC-BY,Author copyright,Yes,£825.68,Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3742662,10.1371/journal.pone.0070724,PLOS,PLOS,1932-6203,3.73,PLOS One,Pure OA,"Fine-mapping, gene expression and splicing analysis of the disease associated LRRK2 locus",,,CC-BY,Author copyright,Yes,£870.13,Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3743870,10.1371/journal.pone.0070814,PLOS,PLOS,1932-6203,3.73,PLOS One,Pure OA,Genetic imprint of vaccination on Simian/Human immunodeficiency virus type 1 transmitted viral genomes in rhesus macaques,,,CC-BY,Author copyright,Yes,"£1,395.78",Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3733773,10.1371/journal.pone.0071138,PLOS,PLOS,1932-6203,3.73,PLOS One,Pure OA,Requirement for the eIF4E binding proteins for the synergistic down-regulation of protein synthesis,,,CC-BY,Author copyright,Yes,£886.95,Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3767740,10.1371/journal.pone.0072034,PLOS,PLOS,1932-6203,3.73,PLOS One,Pure OA,Phenotypic alteration of neutrophils in the blood of HIV seropositive patients,,,CC-BY,Author copyright,Yes,£961.31,Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3749184,10.1371/journal.pone.0072152,PLOS,PLOS,1932-6203,3.73,PLOS One,Pure OA,High-levels of acquired drug resistance in adult patients failing first-line antiretroviral therapy,,,CC-BY,Author copyright,Yes,£825.68,Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3748079,10.1371/journal.pone.0072207,PLOS,PLOS,1932-6203,3.73,PLOS One,Pure OA,Plant SILAC: stable-isotope labelling with amino acids of arabidopsis seedlings for quantitative proteomics.,,,CC-BY,Author copyright,Yes,£896.18,Stuart Lawson,,ROMEO,PMC,DOI,,OAG
23991082,PMC3753296,10.1371/journal.pone.0072286,PLOS,PLOS,1932-6203,3.73,PLOS One,Pure OA,In-cell NMR Characterization of the Secondary Structure Populations of a Disordered Conformation of a-Synuclein within E. coli Cells,,,CC-BY,Author copyright,Yes,£850.50,Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3762823,10.1371/journal.pone.0072714,PLOS,PLOS,1932-6203,3.73,PLOS One,Pure OA,Are bisphosphonates effective in the treatment of osteoarthritis pain? A meta-analysis and systematic review.,,,CC-BY,Author copyright,Yes,"£1,063.69",Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3749138,10.1371/journal.pone.0072761,PLOS,PLOS,1932-6203,3.73,PLOS One,Pure OA,Investigating the consequences of eIF4E2 (4EHP) interaction with 4E-Transporter on its cellular distribution in HeLa cells,,,CC-BY,Author copyright,Yes,"£1,047.02",Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3760871,10.1371/journal.pone.0073047,PLOS,PLOS,1932-6203,3.73,PLOS One,Pure OA,Acute maternal infection and risk of pre-eclampsia: a population-base case control study.,,,CC-BY,Author copyright,Yes,£884.67,Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3769273,10.1371/journal.pone.0073328,PLOS,PLOS,1932-6203,3.73,PLOS One,Pure OA,The relationship between functional inhibition and binding for KCa2 channel blockers,,,CC-BY,Author copyright,Yes,£870.13,Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3759422,10.1371/journal.pone.0073596,PLOS,PLOS,1932-6203,3.73,PLOS One,Pure OA,Thyrotropin-releasing hormone (TRH) promotes wound re-epithelialisation in frog and human skin,,,CC-BY,Author copyright,Yes,"£1,064.22",Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3777952,10.1371/journal.pone.0073694,PLOS,PLOS,1932-6203,3.73,PLOS One,Pure OA,Retinal Nerve Fibre Layer Thickness and Contrast Sensitivity in HIV-Infected Individuals in South Africa: A Case-Control Study.,,,CC-BY,Author copyright,Yes,£878.28,Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3774797,10.1371/journal.pone.0073999,PLOS,PLOS,1932-6203,3.73,PLOS One,Pure OA,The effect of anti-rosetting agents against malaria parasites under physiological flow conditions,,,CC-BY,Author copyright,Yes,£854.96,Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3769242,10.1371/journal.pone.0074452,PLOS,PLOS,1932-6203,3.73,PLOS One,Pure OA,"Circulating antibody and memory B-Cell responses to C. difficile toxins A and B in patients with C. difficile-associated diarrhoea, inflammatory bowel disease and cystic fibrosi",,,CC-BY,Author copyright,Yes,£842.17,Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3769304,10.1371/journal.pone.0074895,PLOS,PLOS,1932-6203,3.73,PLOS One,Pure OA,The contribution of Orai(CRACM)1 and Orai(CRACM)2 channels in store-operated Ca2+ entry and mediator release in human lung mast cells,,,CC-BY,Author copyright,Yes,"£1,036.38",Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3785524,10.1371/journal.pone.0075048,PLOS,PLOS,1932-6203,3.73,PLOS One,Pure OA,Extraocular muscle atrophy and central nervous system involvement in chronic progressive external opthalmoplegia,,,CC-BY,Author copyright,Yes,"£1,040.21",Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3797097,10.1371/journal.pone.0075217,PLOS,PLOS,1932-6203,3.73,PLOS One,Pure OA,"Molecular phylogeny of a RING E3 ubiquitin ligase, conserved in eukaryotic cells and dominated by homologous components, the muskelin/RanBPM/CTLH complex",,,CC-BY,Author copyright,Yes,"£1,061.24",Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3769269,10.1371/journal.pone.0075467,PLOS,PLOS,1932-6203,3.73,PLOS One,Pure OA,Chronic pravastatin but not atorvastatin treatment impairs cognitive function in two rodent models of learning and memory,,,CC-BY,Author copyright,Yes,"£1,061.24",Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3784449,10.1371/journal.pone.0075552,PLOS,PLOS,1932-6203,3.73,PLOS One,Pure OA,Vaccinating women previously exposed to human papillomavirus: a cost-effectiveness analysis of the bivalent vaccine,,,CC-BY,Author copyright,Yes,"£1,047.25",Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3782430,10.1371/journal.pone.0075680,PLOS,PLOS,1932-6203,3.73,PLOS One,Pure OA,Expression of HIV-1 Vpu Leads to Loss of the Viral Restriction Factor CD317/Tetherin from Lipid Rafts and its Enhanced Lysosomal Degradation,,,CC-BY,Author copyright,Yes,"£1,061.24",Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3790821,10.1371/journal.pone.0075902,PLOS,PLOS,1932-6203,3.73,PLOS One,Pure OA,"Neuron-type specific functions of DNT1, DNT2 and Spz at the Drosophila neuromuscular junction",,,CC-BY,Author copyright,Yes,£854.43,Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3782427,10.1371/journal.pone.0076237,PLOS,PLOS,1932-6203,3.73,PLOS One,Pure OA,The N-terminal region of the human autophagy protein ATG16L1 contains a domain that folds into a helical structure consistent with formation of a coiled-coil,,,CC-BY,Author copyright,Yes,"£1,046.74",Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3788105,10.1371/journal.pone.0076394,PLOS,PLOS,1932-6203,3.73,PLOS One,Pure OA,Mutations in non-acid patch residues disrupt H2A.Z's association with chromatin through multiple mechanisms,,,CC-BY,Author copyright,Yes,£867.72,Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3799736,10.1371/journal.pone.0076426,PLOS,PLOS,1932-6203,3.73,PLOS One,Pure OA,"Are Ethnic and Gender Specific Equations Needed to Derive Fat Free Mass from Bioelectrical Impedance in Children of South Asian, Black African-Caribbean and White European Origin? Results of the Assessment of Body Composition in Children Study",,,CC-BY,Author copyright,Yes,£886.30,Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3790696,10.1371/journal.pone.0076573,PLOS,PLOS,1932-6203,3.73,PLOS One,Pure OA,"Patent human infections with the whipworm, Trichuris trichiura, are not associated with alterations in the faecal microbiota",,,CC-BY,Author copyright,Yes,£953.48,Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3797035,10.1371/journal.pone.0077379,PLOS,PLOS,1932-6203,3.73,PLOS One,Pure OA,Decreased chronic morbidity but elevated HIV associated cytokine levels in HIV-infected older adults,,,CC-BY,Author copyright,Yes,£825.68,Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3795686,10.1371/journal.pone.0077620,PLOS,PLOS,1932-6203,3.73,PLOS One,Pure OA,The Role of Clathrin in post-Golgi Trafficking in Toxoplasma gondii,,,CC-BY,Author copyright,Yes,"£1,018.00",Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3804525,10.1371/journal.pone.0077740,PLOS,PLOS,1932-6203,3.73,PLOS One,Pure OA,Association between socioeconomic position and tuberculosis in a large-population-based study in rural Malawi.,,,CC-BY,Author copyright,Yes,£863.78,Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3806823,10.1371/journal.pone.0078336,PLOS,PLOS,1932-6203,3.73,PLOS One,Pure OA,Methods of identifying neisseria manigitidis carriers: a multi-centre study in the African meningitis belt.,,,CC-BY,Author copyright,Yes,£850.88,Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3813676,10.1371/journal.pone.0078561,PLOS,PLOS,1932-6203,3.73,PLOS One,Pure OA,"Alterations to Dendritic Spine Morphology, but Not Dendrite Patterning, of Cortical Projection Neurons in Tc1 and Ts1Rhr Mouse Models of Down Syndrome",,,CC-BY,Author copyright,Yes,£850.50,Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3823974,10.1371/journal.pone.0078942,PLOS,PLOS,1932-6203,3.73,PLOS One,Pure OA,"Changing use of surgical antibiotic prophylaxis in thika hospital, kenya: a quality improvement intervention with an interrupted time series design.",,,CC-BY,Author copyright,Yes,£843.72,Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3827131,10.1371/journal.pone.0080077,PLOS,PLOS,1932-6203,3.73,PLOS One,Pure OA,Protein interactions in Xenopus germ plasm RNP particles,,,CC-BY,Author copyright,Yes,"£1,003.77",Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3846835,10.1371/journal.pone.0081307,PLOS,PLOS,1932-6203,3.73,PLOS One,Pure OA,"Exclusive Breastfeeding, Diarrhoeal Morbidity and All-Cause Mortality in Infants of HIV-Infected and HIV Uninfected Mothers: An Intervention Cohort Study in KwaZulu Natal, South Africa",,,CC-BY,Author copyright,Yes,£825.68,Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3846835,10.1371/journal.pone.0081307,PLOS,PLOS,1932-6203,3.73,PLOS One,Pure OA,"Exclusive breastfeeding, diarrhoel morbidity and all-couse mortality in infnats of HIV infected",,,CC-BY,Author copyright,Yes,£825.68,Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3068994,10.1371/journal.ppat.1002014,PLOS,PLOS,1553-7366,8.14,PLOS Pathogens,Pure OA,Lung adenocarcinoma originates from retrovirus infection of proliferating type 2 pneumocytes during pulmonary post-natal development or tissue repair,,,CC-BY,Author copyright,Yes,"£1,404.00",Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3192839,10.1371/journal.ppat.1002270,PLOS,PLOS,1553-7366,8.14,PLOS Pathogens,Pure OA,KIR2DL2 enhances protective and detrimental HLA class I-mediated immunity in chronic viral infection,,,CC-BY,Author copyright,Yes,"£1,644.84",Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3248566,10.1371/journal.ppat.1002477,PLOS,PLOS,1553-7366,8.14,PLOS Pathogens,Pure OA,Identification and characterization of a novel non-structural protein of bluetongue virus.,,,CC-BY,Author copyright,Yes,"£1,440.00",Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3486875,10.1371/journal.ppat.1003010,PLOS,PLOS,1553-7366,8.14,PLOS Pathogens,Pure OA,Histone H1 plays a role in heterochromatin formation and VSG expression site silencing in Trypanosoma brucei,,,CC-BY,Author copyright,Yes,"£1,254.02",Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3534375,10.1371/journal.ppat.1003081,PLOS,PLOS,1553-7366,8.14,PLOS Pathogens,Pure OA,Transmission of equine influenza virus during an outbreak is characterized by frequent mixed infections and loose transmission bottlenecks,,,CC-BY,Author copyright,Yes,"£1,440.00",Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3542112,10.1371/journal.ppat.1003133,PLOS,PLOS,1553-7366,8.14,PLOS Pathogens,Pure OA,"Schmallenberg virus pathogenesis, tropism and interaction with the innate immune system of the host",,,CC-BY,Author copyright,Yes,"£1,397.00",Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3585151,10.1371/journal.ppat.1003183,PLOS,PLOS,1553-7366,8.14,PLOS Pathogens,Pure OA,Poxvirus targeting of E3 ligase Beta-TrCP by molecular mimicry: A mechanism to inhibit Nf-?B activation,,,CC-BY,Author copyright,Yes,"£1,784.65",Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3578823,10.1371/journal.ppat.1003187,PLOS,PLOS,1553-7366,8.14,PLOS Pathogens,Pure OA,Induction of p16(INK4a) Is the Major Barrier to Proliferation when Epstein-Barr Virus (EBV) Transforms Primary B Cells into Lymphoblastoid Cell Lines.,,,CC-BY,Author copyright,Yes,"£1,600.79",Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3585132,10.1371/journal.ppat.1003191,PLOS,PLOS,1553-7366,8.14,PLOS Pathogens,Pure OA,"The plasmodium berghei Ca2+/H+Exchanger, PbCAX, is essential for tolerance to environmental CA2+ DU",,,CC-BY,Author copyright,Yes,"£1,723.16",Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3591302,10.1371/journal.ppat.1003213,PLOS,PLOS,1553-7366,8.14,PLOS Pathogens,Pure OA,An over expression screen of Toxoplasma Gondii Rab-GTPases reveals distinct transport routes to the micronemes,,,CC-BY,Author copyright,Yes,"£1,782.00",Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3597521,10.1371/journal.ppat.1003215,PLOS,PLOS,1553-7366,8.14,PLOS Pathogens,Pure OA,Th2 Cell-intrinsic Hypo-responsiveness determines susceptibility to Helminth infection,,,CC-BY,Author copyright,Yes,"£1,343.73",Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3610638,10.1371/journal.ppat.1003260,PLOS,PLOS,1553-7366,8.14,PLOS Pathogens,Pure OA,DNA break site at fragile subtelomeres determines probability and mechanism of antigenic variation in African trypanosomes,,,CC-BY,Author copyright,Yes,"£1,476.47",Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3617147,10.1371/journal.ppat.1003263,PLOS,PLOS,1553-7366,8.14,PLOS Pathogens,Pure OA,Strongyloidiasis and Infective Dermatitis Alter Human T Lymphotropic Virus-1 Clonality in vivo,,,CC-BY,Author copyright,Yes,"£1,600.25",Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3605240,10.1371/journal.ppat.1003271,PLOS,PLOS,1553-7366,8.14,PLOS Pathogens,Pure OA,"Genome-wide Determinants of Proviral Targeting, Clonal Abundance and Expression in Natural HTLV-1 Infection",,,CC-BY,Author copyright,Yes,"£1,600.25",Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3814418,10.1371/journal.ppat.1003276,PLOS,PLOS,1553-7366,8.14,PLOS Pathogens,Pure OA,"The Mnn2 Mannosyltransferase Family Modulates Mannoprotein Fibril Length, Immune Recognition and Virulence of Candida albicans",,,CC-BY,Author copyright,Yes,"£1,460.30",Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3656102,10.1371/journal.ppat.1003374,PLOS,PLOS,1553-7366,8.14,PLOS Pathogens,Pure OA,Orthobunyavirus Ultrastructure and the Curious Tripodal Glycoprotein Spike.,,,CC-BY,Author copyright,Yes,"£1,766.76",Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3708902,10.1371/journal.ppat.1003502,PLOS,PLOS,1553-7366,8.14,PLOS Pathogens,Pure OA,Mosaic VSG's and the sclae of Trypanosoma brucei antigenic variation,,,CC-BY,Author copyright,Yes,"£1,745.00",Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3731244,10.1371/journal.ppat.1003520,PLOS,PLOS,1553-7366,8.14,PLOS Pathogens,Pure OA,An anti-human ICAM-1 antibody inhibits rhinovirus-induced exacerbations of lung inflammation,,,CC-BY,Author copyright,Yes,"£1,780.00",Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3749955,10.1371/journal.ppat.1003566,PLOS,PLOS,1553-7366,8.14,PLOS Pathogens,Pure OA,"Determinants of GPI-PLC localisation to the flagellum, and access to GPI-anchored substrates in trypanosomes",,,CC-BY,Author copyright,Yes,"£1,817.87",Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3764221,10.1371/journal.ppat.1003588,PLOS,PLOS,1553-7366,8.14,PLOS Pathogens,Pure OA,The zebrafish as a new model for the in vivo study of Shigella flexneri interaction with phagocytes and bacterial autophagy,,,CC-BY,Author copyright,Yes,"£1,602.17",Stuart Lawson,,ROMEO,PMC,DOI,,OAG
